A,Central Park,40.7711329,-73.9741874,948639,642041,306598,237699,296915,313851,95048,53839,619624,18125,401272,559260,2014,11
F,Sunshine Cinema,40.723024,-73.989961,11671,5675,5996,625,2159,5211,3661,343,7419,217,6389,6809,2014,11
E,Broadway and Shubert Alley,40.7578253,-73.9871766,16142,10385,5757,2899,4806,6386,1895,1182,10901,815,5455,8964,2014,11
F,Broadway Theater,40.763417,-73.983394,11291,7232,4059,2238,3043,4008,1960,599,7222,754,3875,6332,2014,11
D,Fort Tilden Beach,40.564254,-73.883913,6,4,2,1,3,0,2,0,0,6,3,6,2014,11
E,Empire State Building,40.7484405,-73.9856644,31576,19096,12480,8219,9155,10308,3714,1769,22975,322,11800,17790,2014,11
F,AMC Lowes Lincoln Square,40.774866,-73.981646,16928,9769,7159,3559,5608,6523,1164,988,11878,195,7997,10040,2014,11
D,Coney Island Beach,40.5749261,-73.9859414,430,233,197,52,82,168,113,24,6,398,66,244,2014,11
E,Rockefeller Center,40.7587402,-73.9786736,28326,18245,10081,11535,9806,5740,893,1314,20469,384,11806,16163,2014,11
D,Rockaway beach and Boardwalk,40.5863767,-73.8004768,126,86,40,9,16,58,38,8,0,124,23,79,2014,11
A,Bryant Park,40.7535965,-73.9832326,46099,33833,12266,18942,13164,10040,3407,2283,30945,998,23691,27113,2014,11
A,Riverside Park,40.8012339,-73.9723096,319704,210925,108779,53852,84492,130901,49065,18841,160834,6396,129382,189165,2014,11
E,Times Square,40.759011,-73.9844722,21494,14079,7415,4726,5581,7692,3257,1342,13366,2212,7540,11991,2014,11
B,Mandarin Oriental,40.768971,-73.983044,15503,10299,5204,3800,3852,5790,1941,884,10193,429,7513,9324,2014,11
C,Ricahrd Morris Hunt Memorial,40.7714825,-73.9677474,1491,1006,485,507,650,311,19,76,1146,10,498,850,2014,11
A,Coney Island,40.5749261,-73.9859414,430,233,197,52,82,168,113,24,6,398,66,244,2014,11
A,State of liberty National Monument,40.6892494,-74.0445004,18039,10618,7420,6873,4653,3529,2731,974,4441,461,4905,10244,2014,11
B,The Greenwich Hotel,40.719846,-74.009893,20890,13428,7462,4829,4443,9562,1972,1107,9921,313,9650,12332,2014,11
E,Museum of National History,40.7813241,-73.9739882,14874,9190,5684,5092,6573,2819,375,493,9329,68,4988,8077,2014,11
C,107th Infantry Memorial,40.769249,-73.9694586,2280,1601,678,692,921,611,52,192,1930,20,923,1353,2014,11
B,Trump SoHo Hotel,40.725469,-74.005333,8104,5276,2828,1448,1923,3219,1466,485,4431,541,3315,4619,2014,11
B,The Mark Hotel,40.775274,-73.963405,15633,10543,5089,3733,4921,5742,1154,919,11558,175,6386,9355,2014,11
C,911 Memorial,40.7115405,-74.0132725,54003,36792,17211,22658,16144,9680,5215,2808,15148,1995,16553,30606,2014,11
E,Metropolitan Museum of Art,40.7791865,-73.9635348,15832,9640,6192,5712,7185,2675,250,595,8869,28,4689,8962,2014,11
C,Grants Tomb,40.8134045,-73.9630671,1935,1122,813,303,488,704,422,121,582,62,670,1122,2014,11
B,The Pierre Hotel,40.765247,-73.971998,6187,4117,2070,1801,2303,1733,289,478,4569,127,2815,3621,2014,11
A,Rockaway Beach and Boardwalk,40.5863767,-73.8004768,126,86,40,9,16,58,38,8,0,124,23,79,2014,11
C,Grand Army Plaza,40.764591,-73.9736523,32933,21185,11747,11146,11954,7845,1700,1968,25205,522,13843,18989,2014,11
B,Gramercy Park Hotel,40.738524,-73.985742,13013,8319,4694,1603,2465,6168,2735,733,8979,303,6294,7566,2014,11
A,Prospect Park,40.6602037,-73.9689558,29894,17290,12604,2365,3102,10302,13700,1738,3217,6017,10342,17635,2014,11
C,Washington Square Arch,40.7314658,-73.9970956,30519,19294,11225,6965,8481,11123,3878,1374,18315,819,13838,17855,2014,11
B,Four Seasons Hotel,40.762347,-73.971312,24564,18219,6345,9734,6824,5863,2000,1213,17501,445,11799,14657,2014,11
B,The Surrey Hotel,40.774287,-73.96397,23078,16272,6806,5667,7233,8538,1581,1382,16657,241,8979,13455,2014,11
C,Columbus Circle Fountain,40.767885,-73.982622,29687,19286,10401,7642,9631,9871,2270,1588,20607,452,13654,17667,2014,11
D,Orchard Beach,40.8629619,-73.7926456,1,0,1,0,1,0,0,0,0,1,0,1,2014,11
C,Statue of Liberty,40.6892494,-74.0445004,18039,10618,7420,6873,4653,3529,2731,974,4441,461,4905,10244,2014,11
B,The Peninsula Hotel,40.761719,-73.975259,12396,8993,3403,4845,3261,3342,797,709,8900,297,6221,7414,2014,11
D,Long Beach,40.5884373,-73.657908,35,22,13,5,7,7,16,1,0,35,8,22,2014,11
B,The Plaza,40.764464,-73.974489,13270,8745,4525,3841,4634,3756,974,549,9645,357,5589,7556,2014,11
F,Regal Cinemas Battery Park,40.71499216,-74.01525132,28939,19060,9879,7277,8266,10499,2768,1479,10271,1735,12342,17095,2014,11
A,Battery Park,40.7032775,-74.0170279,18039,10618,7420,6873,4653,3529,2731,974,4441,461,4905,10244,2014,11
