C,Statue of Liberty,40.6892494,-74.0445004,23730,15693,8036,8400,6549,5291,3345,855,5784,757,4417,13192,2012,5
D,Orchard Beach,40.8629619,-73.7926456,19,6,13,14,2,1,2,4,0,7,1,9,2012,5
A,Rockaway Beach and Boardwalk,40.5863767,-73.8004768,170,122,47,20,31,62,53,9,5,148,21,92,2012,5
D,Long Beach,40.5884373,-73.657908,33,27,6,13,6,9,5,8,3,30,14,16,2012,5
B,The Peninsula Hotel,40.761719,-73.975259,16546,13244,3302,6283,4361,4623,1147,273,11670,406,5469,10074,2012,5
A,Prospect Park,40.6602037,-73.9689558,36253,22529,13724,3635,4812,10961,15858,1100,3845,6431,8419,21219,2012,5
F,Regal Cinemas Battery Park,40.71499216,-74.01525132,26282,21003,5279,9384,6090,8300,2310,451,7822,1424,9005,16693,2012,5
F,Sunshine Cinema,40.723024,-73.989961,10524,6596,3928,739,1581,4587,3566,326,5795,188,3255,5836,2012,5
F,Broadway Theater,40.763417,-73.983394,13194,9795,3399,2690,3037,5050,2349,236,8463,674,3642,7701,2012,5
E,Broadway and Shubert Alley,40.7578253,-73.9871766,18767,13318,5449,3351,5195,7567,2537,610,12255,716,4298,10380,2012,5
D,Fort Tilden Beach,40.564254,-73.883913,12,5,7,1,6,3,2,1,1,11,2,8,2012,5
E,Empire State Building,40.7484405,-73.9856644,40485,26644,13841,10277,10633,13483,5899,1317,28216,467,9660,22519,2012,5
F,AMC Lowes Lincoln Square,40.774866,-73.981646,16113,11439,4674,2508,5063,6935,1504,480,10951,215,5270,9871,2012,5
E,Rockefeller Center,40.7587402,-73.9786736,28679,22217,6462,12646,8950,5696,1031,661,20347,363,9083,17036,2012,5
D,Coney Island Beach,40.5749261,-73.9859414,709,413,296,140,165,198,183,42,16,662,80,377,2012,5
D,Rockaway beach and Boardwalk,40.5863767,-73.8004768,170,122,47,20,31,62,53,9,5,148,21,92,2012,5
A,Battery Park,40.7032775,-74.0170279,23730,15693,8036,8400,6549,5291,3345,855,5784,757,4417,13192,2012,5
E,Times Square,40.759011,-73.9844722,33227,24422,8805,7832,8523,12839,3846,1007,20730,2429,8044,18853,2012,5
A,Central Park,40.7711329,-73.9741874,1135358,855013,280345,278838,350570,382412,118214,25971,701256,19965,319907,665267,2012,5
B,The Plaza,40.764464,-73.974489,13207,10110,3098,3894,4762,3602,905,350,9103,331,3812,7822,2012,5
A,Bryant Park,40.7535965,-73.9832326,55402,45566,9836,22794,15191,12617,4446,867,36989,1101,19435,32571,2012,5
A,Riverside Park,40.8012339,-73.9723096,358928,267632,91295,62260,92862,145397,56937,7408,172612,6393,97593,214440,2012,5
B,Mandarin Oriental,40.768971,-73.983044,18457,13929,4527,3976,4754,7455,2153,352,11626,625,6074,10942,2012,5
C,Literary Walk,40.7723522,-73.9715901,5,5,0,1,0,0,3,0,0,1,1,2,2012,5
C,Ricahrd Morris Hunt Memorial,40.7714825,-73.9677474,2043,1573,470,708,879,406,45,19,1475,15,413,1120,2012,5
B,The Greenwich Hotel,40.719846,-74.009893,29995,22826,7169,8486,5803,12787,2752,466,13241,441,10433,17957,2012,5
B,Trump SoHo Hotel,40.725469,-74.005333,9815,7225,2590,1868,2420,3559,1918,199,4734,601,2942,5695,2012,5
C,107th Infantry Memorial,40.769249,-73.9694586,2390,1716,674,768,934,610,75,66,1844,17,676,1415,2012,5
E,Museum of National History,40.7813241,-73.9739882,14691,10638,4053,4755,6117,3316,477,575,8797,117,2948,8048,2012,5
A,Coney Island,40.5749261,-73.9859414,709,413,296,140,165,198,183,42,16,662,80,377,2012,5
B,The Mark Hotel,40.775274,-73.963405,16720,13302,3417,4128,5222,5934,1352,267,11668,118,4912,10410,2012,5
C,911 Memorial,40.7115405,-74.0132725,62771,46299,16472,21613,14825,15330,10484,1755,20285,2451,15740,35743,2012,5
E,Metropolitan Museum of Art,40.7791865,-73.9635348,16411,11940,4471,6417,6904,2830,241,505,8798,57,3121,9358,2012,5
A,State of liberty National Monument,40.6892494,-74.0445004,23730,15693,8036,8400,6549,5291,3345,855,5784,757,4417,13192,2012,5
B,The Pierre Hotel,40.765247,-73.971998,7465,5493,1972,2280,2692,2206,265,141,5314,144,2199,4409,2012,5
C,Grants Tomb,40.8134045,-73.9630671,2217,1587,629,378,516,703,587,59,709,56,535,1336,2012,5
C,Grand Army Plaza,40.764591,-73.9736523,34231,25778,8453,11943,12155,8344,1644,894,25233,531,9942,20197,2012,5
B,Gramercy Park Hotel,40.738524,-73.985742,13943,10264,3679,1929,2711,6629,2637,254,9212,319,4779,8498,2012,5
C,Washington Square Arch,40.7314658,-73.9970956,39303,28169,11134,7263,9913,16172,5846,827,22718,845,12086,22768,2012,5
B,Four Seasons Hotel,40.762347,-73.971312,31960,26310,5650,12716,9258,7480,2387,408,22320,437,10475,19105,2012,5
B,The Surrey Hotel,40.774287,-73.96397,23735,18774,4961,5823,7448,8507,1897,316,16124,278,6371,14563,2012,5
C,Columbus Circle Fountain,40.767885,-73.982622,36990,26802,10187,8826,11840,13089,2958,1049,24928,607,11706,21957,2012,5
